name,mse,r2,roc,recall,precission,accurarcy
Lasso,0.49038461538461536,-0.9798432250839859,0.5526315789473684,0.10526315789473684,1.0,0.5096153846153846
Enet,0.49038461538461536,-0.9798432250839859,0.5526315789473684,0.10526315789473684,1.0,0.5096153846153846
Loger,0.2692307692307692,-0.08697275102650193,0.7226577081000373,0.8070175438596491,0.7301587301587301,0.7307692307692307
Nearest Neighbors,0.28846153846153844,-0.1646136618141094,0.7312430011198208,0.5263157894736842,0.9090909090909091,0.7115384615384616
Linear SVM,0.27884615384615385,-0.12579320642030578,0.7157521463232548,0.7719298245614035,0.7333333333333333,0.7211538461538461
RBF SVM,0.25961538461538464,-0.048152295632698294,0.7332960059723777,0.8070175438596491,0.7419354838709677,0.7403846153846154
Gaussian Process,0.25961538461538464,-0.048152295632698294,0.7332960059723777,0.8070175438596491,0.7419354838709677,0.7403846153846154
Decision Tree,0.25961538461538464,-0.048152295632698294,0.7332960059723777,0.8070175438596491,0.7419354838709677,0.7403846153846154
Random Forest,0.25961538461538464,-0.048152295632698294,0.7332960059723777,0.8070175438596491,0.7419354838709677,0.7403846153846154
Neural Net,0.28846153846153844,-0.1646136618141094,0.7051138484509145,0.7719298245614035,0.7213114754098361,0.7115384615384616
AdaBoost,0.27884615384615385,-0.12579320642030578,0.7120194102276969,0.8070175438596491,0.71875,0.7211538461538461
Naive Bayes,0.3076923076923077,-0.24225457260171668,0.7099664053751399,0.5263157894736842,0.8571428571428571,0.6923076923076923
QDA,0.3076923076923077,-0.24225457260171668,0.7099664053751399,0.5263157894736842,0.8571428571428571,0.6923076923076923
