,roc_mean,roc_std,recall_mean,recall_std,precission_mean,precission_std,accurarcy_mean,accurarcy_std,mse_mean,mse_std,r2_mean,r2_std
0,0.6455767077267637,0.0,0.631578947368421,0.0,0.6923076923076923,0.0,0.6442307692307693,0.0,0.3557692307692308,0.0,-0.4363568495707348,5.551115123125783e-17
1,0.6914893617021277,0.030917669707243318,0.7,0.07705330265262365,0.7313466629347029,0.03974823063430655,0.6923076923076923,0.03159937831760572,0.3076923076923077,0.03159937831760575,-0.24225457260171662,0.12757703467085613
2,0.7026129152668906,0.02990667134795948,0.6754385964912281,0.08919806188692042,0.7543734192510034,0.029921486855653878,0.7000000000000001,0.0335299918733898,0.3,0.03352999187338981,-0.21119820828667374,0.13537155360305486
3,0.7292273236282195,0.0308847315393139,0.7052631578947368,0.08658921178423204,0.7780330120512258,0.02824332633391911,0.7269230769230768,0.0347220578562842,0.2730769230769231,0.03472205785628421,-0.10250093318402347,0.1401843142118589
4,0.7922359089212393,0.059028580326360006,0.7929824561403509,0.08442953975800677,0.8224712411939586,0.05321387071693482,0.7923076923076923,0.06023253755140701,0.20769230769230768,0.06023253755140702,0.16147816349384128,0.24317847187607988
5,0.7833893243747667,0.06280633248787924,0.756140350877193,0.08208201800203217,0.8278797322404863,0.054646004379607614,0.7807692307692308,0.06418584333953321,0.2192307692307692,0.06418584333953321,0.1148936170212769,0.2591392615007059
6,0.811198208286674,0.06762076809008888,0.7947368421052631,0.13129794555836952,0.8473558087980495,0.04247267892487042,0.8096153846153846,0.07282344703369803,0.19038461538461537,0.07282344703369803,0.23135498320268785,0.29401209522824845
7,0.8258678611422173,0.04115026239805459,0.8368421052631578,0.05207305992861695,0.8468026418026418,0.041122644947547506,0.8269230769230769,0.04102063270711834,0.17307692307692307,0.04102063270711835,0.3012318029115344,0.1656137227921582
8,0.8511011571481895,0.049913032707789545,0.8596491228070174,0.07190842642778665,0.8677131862887701,0.0345343600959404,0.851923076923077,0.05181612917425954,0.14807692307692308,0.05181612917425955,0.40216498693542385,0.20919867605404663
9,0.8745987308697274,0.02447155849679504,0.9087719298245615,0.03310168818265476,0.8748710633908002,0.032096554491930246,0.8778846153846155,0.023572405138713975,0.12211538461538463,0.023572405138713965,0.5069802164986937,0.0951695162300598
10,0.8655841731989549,0.02997514915435214,0.9035087719298247,0.03616759320717245,0.8666869159209574,0.04269950823731033,0.8692307692307691,0.02793430585833454,0.13076923076923078,0.027934305858334518,0.4720418066442704,0.11277993735115568
11,0.8593878312803284,0.04398964161289208,0.9017543859649122,0.03859649122807018,0.8575512437306013,0.04302193950008183,0.8634615384615385,0.042958284430170544,0.13653846153846155,0.04295828443017053,0.4487495334079883,0.17343665710963954
12,0.899197461739455,0.024995183832794556,0.9175438596491228,0.0408059766653088,0.9037013365287321,0.0225683743884143,0.9009615384615385,0.025818695350187607,0.09903846153846155,0.0258186953501876,0.6001493094438224,0.10423852516148899
13,0.8844344904815229,0.025885360839524172,0.9263157894736841,0.030183597428219744,0.8779258047987231,0.028380634386288895,0.8884615384615385,0.02514749390504234,0.11153846153846154,0.025147493905042347,0.5496827174318778,0.10152866520229112
14,0.8938783128032848,0.021001774495727057,0.9175438596491228,0.02723539420396495,0.895516605994103,0.016217666222337668,0.8961538461538462,0.02141447831857701,0.10384615384615384,0.021414478318577006,0.5807390817469207,0.08645725923618096
15,0.9129152668906307,0.021902638156328688,0.9385964912280702,0.022535495752044086,0.9102699657734845,0.023666586643366568,0.9153846153846155,0.021414478318576985,0.08461538461538462,0.021414478318577006,0.658379992534528,0.08645725923618096
16,0.895203434117208,0.016792594003623276,0.9350877192982457,0.02360284920539248,0.8871522170294112,0.017423604449193813,0.8990384615384615,0.016792547304397103,0.10096153846153846,0.0167925473043971,0.5923852183650617,0.06779701069218329
17,0.9141097424412093,0.02075629517419514,0.9473684210526315,0.01921833535105847,0.9074263884010693,0.03218322358161435,0.9173076923076924,0.01884222879063983,0.0826923076923077,0.018842228790639834,0.6661440836132886,0.07607224583783516
18,0.9163680477790219,0.02020018171987108,0.9561403508771928,0.02112560452419701,0.9041834625822773,0.02183931269905222,0.9201923076923076,0.01972911973911845,0.07980769230769232,0.019729119739118454,0.6777902202314297,0.07965291493031174
19,0.9159947741694662,0.02108408649540808,0.9596491228070174,0.0192982456140351,0.9020755802751786,0.027991242978511813,0.9201923076923079,0.019729119739118457,0.0798076923076923,0.019729119739118457,0.6777902202314299,0.07965291493031174
20,0.9275662560656961,0.014196535640340633,0.9508771929824563,0.02191227367859087,0.9236299141817332,0.01563543832867308,0.9298076923076923,0.01429429687242161,0.07019230769230769,0.01429429687242164,0.7166106756252334,0.05771075586864967
21,0.9217431877566256,0.018658649937944846,0.9456140350877194,0.021415009852164386,0.9188684839176251,0.023896929415785896,0.9240384615384615,0.01796302085795134,0.07596153846153846,0.017963020857951352,0.6933184023889513,0.07252259559522278
