,roc_mean,roc_std,recall_mean,recall_std,precission_mean,precission_std,accurarcy_mean,accurarcy_std,mse_mean,mse_std,r2_mean,r2_std
0,0.6288164665523156,0.0,0.5849056603773585,0.0,0.6326530612244898,0.0,0.6296296296296297,0.0,0.3703703703703704,5.551115123125783e-17,-0.48198970840480215,0.0
1,0.6632933104631218,0.02329395883638412,0.6477987421383647,0.04447212460292751,0.6603327228327229,0.022642341341412582,0.6635802469135802,0.023096650535641614,0.33641975308641975,0.0230966505356416,-0.34614065180102865,0.0924182956595965
2,0.7837621497998857,0.03893548567140407,0.7735849056603774,0.10673309904702608,0.7869215949983643,0.03522270611146019,0.7839506172839505,0.03805193828993199,0.21604938271604937,0.038051938289931954,0.13550600343053207,0.15225996851244122
3,0.7765580331618066,0.03866275045019282,0.710691823899371,0.054102674635488256,0.8228319783197833,0.08003553456278595,0.7777777777777778,0.039283710065919325,0.2222222222222222,0.03928371006591931,0.11080617495711864,0.15718874586925655
4,0.7698113207547169,0.06112895672693315,0.6729559748427674,0.06226097444409856,0.8294573643410853,0.07674027082644702,0.7716049382716049,0.061107993435874475,0.22839506172839505,0.061107993435874475,0.0861063464837053,0.2445158269077323
5,0.8603201829616925,0.04028436992196415,0.8176100628930817,0.05832464462575918,0.8899804905239689,0.03680526177228893,0.8611111111111112,0.04000457221239419,0.13888888888888887,0.0400045722123942,0.4442538593481992,0.1600731836313433
6,0.8575185820468839,0.022688817519013655,0.8301886792452832,0.04075937546168465,0.8788320006365119,0.05086682213528181,0.8580246913580246,0.023096650535641576,0.1419753086419753,0.02309665053564161,0.4319039451114925,0.09241829565959646
7,0.8786163522012579,0.01350625897770086,0.8238993710691824,0.038769899389741985,0.9233163929659548,0.015204857974191034,0.8796296296296297,0.013094570021973057,0.12037037037037036,0.013094570021973107,0.5183533447684393,0.05239624862308551
8,0.8850200114351057,0.02894087242815732,0.8427672955974842,0.047064872789609316,0.9173930441741914,0.0179094484336071,0.8858024691358025,0.028622279307085496,0.11419753086419752,0.028622279307085507,0.5430531732418526,0.11452839308330882
9,0.8793024585477416,0.04876110655404359,0.8616352201257862,0.023532436394804658,0.8983326321272589,0.08572976126077558,0.8796296296296297,0.04957524198829945,0.12037037037037036,0.049575241988299414,0.5183533447684393,0.19836899572951086
10,0.9160091480846199,0.022408285328119944,0.8805031446540882,0.008894424920585502,0.9473202614379085,0.04035766448259414,0.9166666666666666,0.022680460581325734,0.08333333333333333,0.022680460581325723,0.6665523156089195,0.09075296474119489
