name,mse,r2,roc,recall,precission,accurarcy
Lasso,0.46153846153846156,-0.863381858902575,0.5752146323254946,0.19298245614035087,0.8461538461538461,0.5384615384615384
Enet,0.4519230769230769,-0.8245614035087712,0.583986562150056,0.21052631578947367,0.8571428571428571,0.5480769230769231
Loger,0.17307692307692307,0.3012318029115344,0.8234415826801046,0.8596491228070176,0.8305084745762712,0.8269230769230769
Nearest Neighbors,0.14423076923076922,0.4176931690929453,0.8497573721537888,0.9122807017543859,0.8387096774193549,0.8557692307692307
Linear SVM,0.25,-0.009331840238894662,0.7420679357969391,0.8245614035087719,0.746031746031746,0.75
RBF SVM,0.19230769230769232,0.22359089212392713,0.8208286674132138,0.6842105263157895,0.9512195121951219,0.8076923076923077
Gaussian Process,0.15384615384615385,0.37887271369914166,0.8409854423292275,0.8947368421052632,0.8360655737704918,0.8461538461538461
Decision Tree,0.20192307692307693,0.1847704367301235,0.8027248973497574,0.7543859649122807,0.86,0.7980769230769231
Random Forest,0.17307692307692307,0.3012318029115344,0.8271743187756625,0.8245614035087719,0.8545454545454545,0.8269230769230769
Neural Net,0.23076923076923078,0.06830907054871249,0.761478163493841,0.8421052631578947,0.7619047619047619,0.7692307692307693
AdaBoost,0.18269230769230768,0.26241134751773076,0.809070548712206,0.8947368421052632,0.796875,0.8173076923076923
Naive Bayes,0.3173076923076923,-0.2810750279955203,0.6974617394550204,0.543859649122807,0.8157894736842105,0.6826923076923077
QDA,0.18269230769230768,0.26241134751773076,0.8240014930944383,0.7543859649122807,0.8958333333333334,0.8173076923076923
