name,mse,r2,roc,recall,precission,accurarcy
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
QDA,0.01639344262295082,0.782142857142857,0.9,0.8,1.0,0.9836065573770492
